,NewsContent,author,publishedDate,title,APPL_company,IBM_company,GOOGL_company,AMZN_company,MSFT_company,APPL_senti,IBM_senti,GOOGL_senti,AMZN_senti,MSFT_senti
22,"Top Tech Stocks MSFT +0.64% AAPL +1.95% IBM -3.97% CSCO -0.62% GOOG +0.86% Technology stocks were higher in recent trading, with the shares of tech companies in the S&P 500 adding 0.6% in value while the Philadelphia Semiconductor Index was rising 1.5%. Among technology stocks moving on news: (+) Ericsson ( ERIC  ) climbed almost 6% after announcing a multi-year strategic partnership with Future Technologies Venture LLC, which is expected to extend its reach into key market verticals - including utilities, oil and gas, mining and government - that Future Technologies serves. The company also reported non-IFRS Q1 net income of SEK0.80 per share, up from SEK0.11 per share last year and beating the Capital IQ consensus expecting SEK0.64 per share. In other sector news: (+) Qualcomm ( QCOM  ) rose 11% on Wednesday, continuing its big Tuesday advance, after the chipmaker and Apple ( AAPL  ) agreed to drop all litigation between the companies all over the world. The settlement also included an undisclosed payment by Apple to Qualcomm. (-) Paycom Software ( PAYC  ) was fractionally lower after KeyBanc raised its price target on the company's stock by $28 to $210 and reiterated its outperform rating.",MT Newswires,"April 17, 2019, 01:55:53 PM EDT","Technology Sector Update for 04/17/2019: ERIC,QCOM,AAPL,PAYC",1,1,1,0,1,1,1,1,1,0
23," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of when the first 5G iPhone will come out. Today, we'll look at that and other Apple Rumors for Wednesday. 5G iPhone : Apple is reportedly going to release its first 5G iPhone in 2020 , reports BGR . This rumor claims that the tech company is going to be able to do this thanks to its recent deal with Qualcomm (NASDAQ: QCOM ). This is good news for iPhone users as AAPL previously wasn't expected to have a 5G iPhone ready until 2021. However, this also means a 5G iPhone coming out in 2019 is incredibly unlikely. New iPhone 8 : A recent rumor claims that Apple is going to be releasing a new version of the iPhone 8 , MacRumors notes. According to this rumor, the tech company will be releasing an updated version of the iPhone 8 next year. This device will be sporting some revisions and will have a 4.7-inch screen. The rumor claims that the tech company is doing this to expand is offerings in the mid-tier smartphone category. Find App : AAPL may be working on a new app to better help with tracking , reports AppleInsider . This rumor says that the tech company is making an app that will combine Find My Friends and Find My iPhone. This will let users make use of these functions from just one app. It also notes that the app will also be able to help users find other items as well. However, these items must first have a tag for tracking location on them to work with the app. The post Wednesday Apple Rumors: AAPL May Release First 5G iPhone in 2020 appeared first on InvestorPlace . ",InvestorPlace Media,"April 17, 2019, 01:54:34 PM EDT",Wednesday Apple Rumors: AAPL May Release First 5G iPhone in 2020,1,0,0,0,0,1,0,1,-1,0
24,"Facebook just announced a major addition to the line-up for   its   Oculus Quest    VR headset: Google is bringing its   Tilt   Brush    virtual reality    (VR) drawing app to the standalone headset, which is widely   expected to become commercially available in the coming   weeks. ""When we learned that   Oculus    was building a cord-free standalone headset, we knew we had to   bring Tilt Brush to Quest,"" said Google product manager Elisabeth   Morant in an interview   published by Facebook Wednesday    . ""This new form factor will unlock completely new opportunities   for our artists to create."" Tilt Brush has been one of the most popular VR apps on a   number of headsets ever since it was first released on the HTC   Vive back in 2016. Initially developed by a startup, Tilt Brush   was acquired by Google in 2015. The app made its way to   Facebook's Oculus Rift in 2017.makeArticleAd(); The Quest will be the first mobile standalone headset to run   Tilt Brush, and porting it to the less powerful device came with   some challenges, according to Morant. ""Most of our work porting   Tilt Brush to Quest focused on performance improvements."" However, the final result won't be all that different from   Tilt Brush on PC-based headsets, she said: ""Tilt Brush on Quest   should look and feel pretty much the same as the Rift version,   with a few small tweaks."" In addition to Tilt Brush, Facebook has been able to secure a   number of other popular VR apps for the Quest. These include Beat   Saber, Superhot, Dead and Buried II, Dance Central and more.  Related stories  Watch the Trailer for Felix & Paul       Studios' Scary New VR Film 'Gymnasia' (EXCLUSIVE)   PBS POV Spark Announces Immersive Films,       Instagram Stories Facebook just announced a major addition to the line-up for   its   Oculus Quest    VR headset: Google is bringing its   Tilt   Brush    virtual reality    (VR) drawing app to the standalone headset, which is widely   expected to become commercially available in the coming   weeks. ""When we learned that   Oculus    was building a cord-free standalone headset, we knew we had to   bring Tilt Brush to Quest,"" said Google product manager Elisabeth   Morant in an interview   published by Facebook Wednesday    . ""This new form factor will unlock completely new opportunities   for our artists to create."" Tilt Brush has been one of the most popular VR apps on a   number of headsets ever since it was first released on the HTC   Vive back in 2016. Initially developed by a startup, Tilt Brush   was acquired by Google in 2015. The app made its way to   Facebook's Oculus Rift in 2017. The Quest will be the first mobile standalone headset to run   Tilt Brush, and porting it to the less powerful device came with   some challenges, according to Morant. ""Most of our work porting   Tilt Brush to Quest focused on performance improvements."" However, the final result won't be all that different from   Tilt Brush on PC-based headsets, she said: ""Tilt Brush on Quest   should look and feel pretty much the same as the Rift version,   with a few small tweaks."" In addition to Tilt Brush, Facebook has been able to secure a   number of other popular VR apps for the Quest. These include Beat   Saber, Superhot, Dead and Buried II, Dance Central and more. Related stories  Watch the Trailer for Felix & Paul       Studios' Scary New VR Film 'Gymnasia' (EXCLUSIVE)   PBS POV Spark Announces Immersive Films,       Instagram Stories Related stories Watch the Trailer for Felix & Paul       Studios' Scary New VR Film 'Gymnasia' (EXCLUSIVE) PBS POV Spark Announces Immersive Films,       Instagram Stories",Variety,"April 17, 2019, 12:27:02 PM EDT",Tilt Brush Is Coming to the Oculus Quest VR Headset,0,0,0,0,0,1,-1,-1,-1,-1
25,"The Emmy award-winning VR filmmakers from   Felix   & Paul    Studios have teamed up with the National Film Board of Canada   (NFB) for a new VR film dubbed ""Gymnasia"" that is set to premiere   at the      Tribeca    Film Festival later this month - and judging from the trailer   that the studio exclusively shared with   Variety    , it's going to be scaryâ¦ ""Gymnasia"" is a 6-minute VR experience that is said to blend   3D 360-degree video, stop motion, miniatures and   computer-generated graphics. It invites viewers into an abandoned   school, full of spooky memories of childhoods' past. The piece has been produced by StÃ©phane Rituit (   Felix & Paul    Studios) and Dana Dansereau (NFB) and directed by the   award-winning duo Chris Lavis and Maciek Szczerbowski (Clyde   Henry Productions). The soundtrack comes from the Montreal-based   musician Patrick Watson, and the sound design was done at   Headspace Studios.makeArticleAd(); ""We are honored to once again premiere our work and be part of   the official selection at this year's   Tribeca    Film Festival,"" said Felix & Paul Studios co-founder and   creative director Paul RaphaÃ«l. ""We collaborated with Chris,   Maciek and Patrick on our very first VR experience, 'Strangers'   with Patrick Watson, so it was both fascinating and rewarding to   see how much the medium has evolved in the short five years since   our studio produced that inaugural VR piece."" ""Partnering to create new and innovative experiences is part   of NFB's DNA. Working with Clyde Henry and Felix & Paul   Studios on this technical feat and genre pushing experience has   been hard work but also a pure joy,"" said NFB digital studio   producer Dana Dansereau. ""Stop motion animation in VR is in its   early days and it took the extreme talents of these three groups   to pull off such a successful project. We are proud and excited   to launch 'Gymnasia' at Tribeca Immersive 2019."" ""Gymnasia"" will will be available for download on the Oculus   Store on April 26. At Tribeca, it will be exhibited with a   location-based experience that includes life-sized puppets, and   combines immersive theater with a more traditional VR viewing   experience. The film will be part of Tribeca's Immersive program,   which will also   include more than 30 other VR and AR   experiences    , including the world premiere of the first ""Doctor Who"" VR   experience.  Related stories  PBS POV Spark Announces Immersive Films,       Instagram Stories   Location-Based VR Startup The Void to Open       San Francisco Outpost The Emmy award-winning VR filmmakers from   Felix   & Paul    Studios have teamed up with the National Film Board of Canada   (NFB) for a new VR film dubbed ""Gymnasia"" that is set to premiere   at the      Tribeca    Film Festival later this month - and judging from the trailer   that the studio exclusively shared with   Variety    , it's going to be scaryâ¦ ""Gymnasia"" is a 6-minute VR experience that is said to blend   3D 360-degree video, stop motion, miniatures and   computer-generated graphics. It invites viewers into an abandoned   school, full of spooky memories of childhoods' past. The piece has been produced by StÃ©phane Rituit (   Felix & Paul    Studios) and Dana Dansereau (NFB) and directed by the   award-winning duo Chris Lavis and Maciek Szczerbowski (Clyde   Henry Productions). The soundtrack comes from the Montreal-based   musician Patrick Watson, and the sound design was done at   Headspace Studios. ""We are honored to once again premiere our work and be part of   the official selection at this year's   Tribeca    Film Festival,"" said Felix & Paul Studios co-founder and   creative director Paul RaphaÃ«l. ""We collaborated with Chris,   Maciek and Patrick on our very first VR experience, 'Strangers'   with Patrick Watson, so it was both fascinating and rewarding to   see how much the medium has evolved in the short five years since   our studio produced that inaugural VR piece."" ""Partnering to create new and innovative experiences is part   of NFB's DNA. Working with Clyde Henry and Felix & Paul   Studios on this technical feat and genre pushing experience has   been hard work but also a pure joy,"" said NFB digital studio   producer Dana Dansereau. ""Stop motion animation in VR is in its   early days and it took the extreme talents of these three groups   to pull off such a successful project. We are proud and excited   to launch 'Gymnasia' at Tribeca Immersive 2019."" ""Gymnasia"" will will be available for download on the Oculus   Store on April 26. At Tribeca, it will be exhibited with a   location-based experience that includes life-sized puppets, and   combines immersive theater with a more traditional VR viewing   experience. The film will be part of Tribeca's Immersive program,   which will also   include more than 30 other VR and AR   experiences    , including the world premiere of the first ""Doctor Who"" VR   experience. Related stories  PBS POV Spark Announces Immersive Films,       Instagram Stories   Location-Based VR Startup The Void to Open       San Francisco Outpost Related stories PBS POV Spark Announces Immersive Films,       Instagram Stories Location-Based VR Startup The Void to Open       San Francisco Outpost",Variety,"April 17, 2019, 10:00:53 AM EDT",Watch the Trailer for Felix & Paul Studiosâ Scary New VR Film âGymnasiaâ (EXCLUSIVE),0,0,0,0,0,-1,-1,1,-1,-1
26,"Top Technology Stocks: MSFT: +0.02% AAPL: +0.45% IBM: -2.94% CSCO: +0.26% GOOG: +0.26% Most top technology stocks were rallying in pre-bell Wednesday trading. Stocks moving on news include: (+) DPW Holdings ( DPW  ), which was surging more than 44% as i t report  ed a 2018 net loss of $11.15 per share, compared with a net loss of $18.05 per share in the prior year period. (+) Qualcomm ( QCOM  ) was gaining more than 12% in value after the company and Apple ( AAPL  ) agreed to drop all litigation between the companies all over the world, in a settlement that includes a payment to be made from Apple to Qualcomm. (+) Ericsson ( ERIC  ) was up more than 3% as it booked non-IFRS diluted EPS of SEK0.80 ($0.08) for Q1, exceeding last year's SEK0.11 and the Capital IQ consensus of SEK0.64.",MT Newswires,"April 17, 2019, 09:00:21 AM EDT","Technology Sector Update for 04/17/2019: DPW, QCOM, AAPL, ERIC, MSFT, IBM, CSCO, GOOG",1,1,1,0,1,1,0,-1,1,0
27,"Top Tech Stocks MSFT -0.37% AAPL +0.14% IBM +0.72% CSCO +0.57% GOOG +0.49% Technology stocks eased from their prior session highs Tuesday, with the shares of tech stocks in the S&P 500 adding nearly 0.4% in value shortly before Tuesday's closing bell while the Philadelphia Semiconductor Index was rising over 3.0% supported by Qualcomm ( QCOM  ) dropping all litigation and signing a licensing agreement with Apple ( AAPL  ). Among technology stocks moving on news: (+) Vuzix ( VUZI  ) was ahead over 5% late Tuesday after the maker of wearable display devices reported improving production yields and rates, adding it can now offer ""near-immediate"" delivery on new orders through its website. The company also is continuing to boost production levels and reducing costs over the rest of 2019, it said. In other sector news: (+) Western Digital ( WDC  ) rose 4% after a Deutsche Bank upgrade of the data storage company to buy to hold. The brokerage also increased its price on the company's stock by $15 to $60 a share. (+) Taiwan Semiconductor Manufacturing Co ( TSM  ) was fractionally higher after Tuesday introducing its next-generation, 6-nanometer process, marking a significant enhancement over its existing technology and fueling market speculation the process will be used in the next version of chips running Apple iPhones. Taiwan Semiconductor has been Apple's primary chip supplier for several years. (-) Electronic Arts (EA) fell 4% after rolling out an update to fix a security flaw with its Origin online gaming platform, TechCrunch reported Tuesday. The UK-based cybersecurity firm Underdog Security found that when the Origin app is installed on Windows it could be manipulated by an attacker and making it possible to steal a user's account access.",MT Newswires,"April 16, 2019, 03:43:47 PM EDT","Technology Sector Update for 04/16/2019: VUZI,QCOM,WDC,TSM,AAPL,EA",1,1,1,0,1,1,1,-1,1,-1
28,"Apple    and      Qualcomm    have agreed to settle their long-running patent dispute, both   companies announced Tuesday. The agreement effectively ends all   lawsuits between the two companies;   Apple    will license   Qualcomm    's chips for 6 years, and also agree to pay a one-time   undisclosed payment for past use of Qualcomm's technology. News of the settlement came just as the case between the two   companies was heading before a jury San Diego, Calif. Qualcomm and Apple had been fighting in courts around the   world for years. Qualcomm, in essence, was arguing that Apple   wasn't compensating the company for the use of its intellectual   property; Apple on the other hand had been alleging that Qualcomm   was using invalid patents to demand royalty payments for the use   of wireless chipsets.makeArticleAd(); While these lawsuits never ended the business relationships   between the two companies, they did have some real impacts on   Apple's business. Late last year,   Apple had to update its phones in China to   prevent a sales ban    . Around the same time,   the company was forced to stop the sale of older   iPhones in Germany    . At the same time, Qualcomm was coming under pressure after   multiple courts sided with Apple;    Â a decision that would have invalidated Qualcomm's patents   could have resulted in a fatal blow for the company's chipset   licensing business. Investors sent Qualcomm's share price up more than 20% on the   news Tuesday, while Apple's stock stayed effectively flat.  Related stories  Apple Spending Over Half A Billion on New       Gaming Service (Report)   Apple Hires Molly Thompson as Head of       Documentaries Apple    and      Qualcomm    have agreed to settle their long-running patent dispute, both   companies announced Tuesday. The agreement effectively ends all   lawsuits between the two companies;   Apple    will license   Qualcomm    's chips for 6 years, and also agree to pay a one-time   undisclosed payment for past use of Qualcomm's technology. News of the settlement came just as the case between the two   companies was heading before a jury San Diego, Calif. Qualcomm and Apple had been fighting in courts around the   world for years. Qualcomm, in essence, was arguing that Apple   wasn't compensating the company for the use of its intellectual   property; Apple on the other hand had been alleging that Qualcomm   was using invalid patents to demand royalty payments for the use   of wireless chipsets. While these lawsuits never ended the business relationships   between the two companies, they did have some real impacts on   Apple's business. Late last year,   Apple had to update its phones in China to   prevent a sales ban    . Around the same time,   the company was forced to stop the sale of older   iPhones in Germany    . At the same time, Qualcomm was coming under pressure after   multiple courts sided with Apple;    Â a decision that would have invalidated Qualcomm's patents   could have resulted in a fatal blow for the company's chipset   licensing business. Investors sent Qualcomm's share price up more than 20% on the   news Tuesday, while Apple's stock stayed effectively flat. Related stories  Apple Spending Over Half A Billion on New       Gaming Service (Report)   Apple Hires Molly Thompson as Head of       Documentaries Related stories Apple Spending Over Half A Billion on New       Gaming Service (Report) Apple Hires Molly Thompson as Head of       Documentaries",Variety,"April 16, 2019, 03:23:34 PM EDT",Apple and Qualcomm Settle Long-Running Patent Dispute,1,0,0,0,0,1,0,-1,1,0
29,"Top Tech Stocks MSFT +0.11% AAPL +0.32% IBM +0.80% CSCO +1.00% GOOG +0.56% Technology stocks were firming in recent trading, with the shares of tech stocks in the S&P 500 adding nearly 0.5% in value while the Philadelphia Semiconductor Index was rising almost 1.5%. Among technology stocks moving on news: (+) Taiwan Semiconductor Manufacturing Co ( TSM  ) was fractionally higher after Tuesday introducing its next-generation, 6-nanometer process, marking a significant enhancement over its existing technology and fueling market speculation the process will be used in the next version of chips running Apple ( AAPL  ) iPhones. Taiwan Semiconductor has been Apple's primary chip supplier for several years. In other sector news: (+) Western Digital ( WDC  ) rose 5% after a Deutsche Bank upgrade of the data storage company to buy to hold. The brokerage also increased its price on the company's stock by $15 to $60 a share. (-) Electronic Arts ( EA  ) fell nearly 5% after rolling out an update to fix a security flaw with its Origin online gaming platform, TechCrunch reported Tuesday. The UK-based cybersecurity firm Underdog Security found that when the Origin app is installed on Windows it could be manipulated by an attacker and making it possible to steal a user's account access.",MT Newswires,"April 16, 2019, 01:48:20 PM EDT","Technology Sector Update for 04/16/2019: TSM,AAPL,WDC,EA",1,1,1,0,1,1,0,-1,0,0
30," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of a new iPhone coming this year. Today, we'll look at that and other Apple Rumors for Tuesday. iPhone XE : A recent rumor claims that Apple is planning to release a smartphone called the iPhone XE in 2019 , reports BGR . What exactly is the iPhone XE? The rumor says that this will be an updated version of the iPhone SE. If the rumor is true, it will be sporting a 4.8-inch OLED display, as well as an edge-to-edge screen. This rumor also claims that the smartphone will come out sometime before September. It may also costs anywhere between $600 and $800. 2018 MacBook Air : The 2018 MacBook Air just got an upgrade thanks to a software update , MacRumors notes. This upgrade comes after the release of macOS 10.14.4. It takes the display brightness for the laptop and upgrades it to 400 nits. The display brightness on the 2018 MacBook Air was previously at 300 nits before the macOS 10.14.4 update came out. Notre Dame : Apple is going to help with the rebuilding of the Notre-Dame de Paris, reports 9to5Mac . The tech company won't actually be getting hands-on with the rebuilding process. However, CEO Tim Cook says that it will be helping fund the reconstruction of the building. The building caught fire on Monday and suffered major damage to its roof. This includes the toppling of its iconic spire. The post Tuesday Apple Rumors: Apple May Release the iPhone XE This Year appeared first on InvestorPlace . ",InvestorPlace Media,"April 16, 2019, 01:39:44 PM EDT",Tuesday Apple Rumors: Apple May Release the iPhone XE This Year,1,0,0,0,0,1,1,-1,1,-1
31,"PBS's documentary series arm POV is diving into new forms of   story-telling with POV Spark, a new unit that's all about   interactive and immersive experiences. Some of the first projects   coming out of POV Spark are 3 new immersive media projects as   well as a series of   Instagram Stories    produced in partnership with the National Film Board of Canada   (NFB). The first project announced Tuesday is ""Changing Same: An   American Pilgrimage,"" which has been described as a room-scale VR   time travel to witness slavery, lynching, and mass incarceration,   as well as an afro-futurist tomorrow. The experience has been   created by MichÃ¨le Stephenson, Joe Brewster and Yasmin Elayat,   and is a co-production of Rada Film Group and Scatter. Spark's second foray into immersive media is ""The Queen Versus   Godfred,"" which has been described as an ""interactive visual   podcast"" that is exploring the true-crime story of police   brutality against a Ghanese immigrant in Calgary, Canada. It has   been created by Marc Serpa Francoeur, Robinder Uppal, and is a   co-production with Lost Time Media, Big Cedar Films, and the   National Film Board of Canada.makeArticleAd(); The unit's third project is ""Atomu,"" a VR experience that lets   viewers participate in a tribal ceremony that explores gender   roles. It has been created by Shariffa Ali and Yetunde Dada, with   Atlas V being a co-executive producer. In addition to these 3 pieces, Spark is also getting ready to   launch a series of Instagram Stories dubbed ""Otherly"" around the   theme of belonging. The series will be produced by a total of 8   teams, evenly split between the U.S. and Canada, with a focus on   women, non-binary, and genderqueer creators. ""We're excited to announce our first batch of programs,   merging the excitement of interactive media with the essence of   public media,"" said POV Spark executive producer Opeyemi Olukemi.   ""As nascent platforms continue to thrive it's essential that   public media not only asserts itself into this landscape, but   leads with the same vision and quality that has made it   synonymous with trust and editorial integrity. Public media used   to be the place for new and groundbreaking work and POV Spark is   returning to these roots.""  Related stories  Location-Based VR Startup The Void to Open       San Francisco Outpost   'Star Trek: Dark Remnant' VR Experience Goes       Live at Dave & Buster's PBS's documentary series arm POV is diving into new forms of   story-telling with POV Spark, a new unit that's all about   interactive and immersive experiences. Some of the first projects   coming out of POV Spark are 3 new immersive media projects as   well as a series of   Instagram Stories    produced in partnership with the National Film Board of Canada   (NFB). The first project announced Tuesday is ""Changing Same: An   American Pilgrimage,"" which has been described as a room-scale VR   time travel to witness slavery, lynching, and mass incarceration,   as well as an afro-futurist tomorrow. The experience has been   created by MichÃ¨le Stephenson, Joe Brewster and Yasmin Elayat,   and is a co-production of Rada Film Group and Scatter. Spark's second foray into immersive media is ""The Queen Versus   Godfred,"" which has been described as an ""interactive visual   podcast"" that is exploring the true-crime story of police   brutality against a Ghanese immigrant in Calgary, Canada. It has   been created by Marc Serpa Francoeur, Robinder Uppal, and is a   co-production with Lost Time Media, Big Cedar Films, and the   National Film Board of Canada. The unit's third project is ""Atomu,"" a VR experience that lets   viewers participate in a tribal ceremony that explores gender   roles. It has been created by Shariffa Ali and Yetunde Dada, with   Atlas V being a co-executive producer. In addition to these 3 pieces, Spark is also getting ready to   launch a series of Instagram Stories dubbed ""Otherly"" around the   theme of belonging. The series will be produced by a total of 8   teams, evenly split between the U.S. and Canada, with a focus on   women, non-binary, and genderqueer creators. ""We're excited to announce our first batch of programs,   merging the excitement of interactive media with the essence of   public media,"" said POV Spark executive producer Opeyemi Olukemi.   ""As nascent platforms continue to thrive it's essential that   public media not only asserts itself into this landscape, but   leads with the same vision and quality that has made it   synonymous with trust and editorial integrity. Public media used   to be the place for new and groundbreaking work and POV Spark is   returning to these roots."" Related stories  Location-Based VR Startup The Void to Open       San Francisco Outpost   'Star Trek: Dark Remnant' VR Experience Goes       Live at Dave & Buster's Related stories Location-Based VR Startup The Void to Open       San Francisco Outpost 'Star Trek: Dark Remnant' VR Experience Goes       Live at Dave & Buster's",Variety,"April 16, 2019, 11:59:48 AM EDT","PBS POV Spark Announces Immersive Films, Instagram Stories",0,0,0,0,0,1,1,1,1,0
32," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Apple (NASDAQ: AAPL ) may be having issues with iPhone sales and an underwhelming response to new services like Apple News+ and Apple TV+, but the company is doing quite well with its AirPods. However, that success - and the rapidly growing wireless earbud market - is bringing out competitors. The latest tech giant to be making a play for the AirPods' market is Microsoft (NASDAQ: MSFT ), which is reportedly working on what may end up being named ""Surface Buds.""  Consumer demand for wireless earbuds has been growing, helped by the trend started by Apple of eliminating the headphone jack in smartphones. It's expected to hit $10 billion by 2023 . That being said, the big upside for Microsoft stock isn't just the potential revenue in play by selling Surface Buds, it's also something much bigger. Thurrott , a website known for breaking MSFT product news, is reporting that the company is currently working on a new product with the code-name ""Morrison. "" According to Thurrott's multiple un-named sources, Morrison is a set of wireless earbuds that may end up being called Surface Buds when released (potentially in 2019). They are expected to have Cortana onboard, and could incorporate advanced capabilities like noise cancellation and tech that's described as a way to ""improve interactions between a phone and the earbuds to make reading content easier on the phone."" Whatever that last feature actually is (and whether it makes it into the production version), the core concept should sound pretty familiar by now: The so-called Surface Buds are aimed squarely at Apple's AirPods. If the idea of MSFT making earbuds seems farfetched, remember that last fall the company launched Surface Headphones . These are premium priced ($349.99) wireless headphones with active noise cancellation, touch controls and - most importantly - Cortana on board. That's where the real upside for Microsoft stock lies, the Cortana integration. When Apple introduced the AirPods alongside the iPhone X in 2017, the bizarre-looking wireless earbuds were widely mocked. It didn't take long before traditional earbud manufacturers realized their mistake, though. AirPods were a surprise success and demand went through the roof. AirPods currently hold 60% of the global market for true wireless earbuds , and in March the company released its second generation version with hands-free Siri. And it's Siri that has caught the attention of the big tech competitors like MSFT. These companies realize that Apple is following the Amazon (NASDAQ: AMZN ) playbook, sneaking Siri into a popular product category the way AMZN added Alexa to a wireless speaker with the Echo. They've seen how that's played out, with the explosion in smart speaker popularity driving up Alexa's popularity - despite the fact that Amazon has no horse in the smartphone race.  Since the AirPods were first announced, we've seen Pixel Buds (with Google Assistant onboard) from Alphabet's (NASDAQ: GOOG , NASDAQ: GOOGL ) Google and Galaxy Buds from Samsung with Samsung's Bixby voice assistant baked in. Amazon is reportedly working on Alexa wireless earbuds , in a move that could extend its reach to the smartphone. Microsoft releasing Surface Buds would follow that same pattern and the move would offer the same prize that Amazon is shooting for. With Microsoft's own smartphone ambitions shattered - on both the hardware and Windows front - selling consumers a set of Surface Buds is a way to get Cortana into use on smartphones. Getting Cortana into more widespread adoption has huge advantages for MSFT. With machine learning, the more a voice assistant is used, the smarter it gets. The more popular it is, the higher the likelihood third-party electronics manufacturers will offer support in their products, such as smart home devices. Cortana uses Microsoft's Bing search engine by default, and that opens the door for ad and search placement revenue potential ( paid Bing search netted MSFT $1.8 billion in 2017 ) when Surface Bud owners start asking for things like nearby restaurants or movie recommendations. Surface Buds may sound like a niche product, but they're MSFT's play to regain a mobile foothold - with billions of smartphones potentially in play. If the company can convince consumers that Surface Buds are superior to AirPods or Pixel Buds, Cortana adoption has a chance to grow. Added to the revenue hardware from selling the earbuds, that would be good news for Microsoft stock. As of this writing, Brad Moon did not hold a position in any of the aforementioned securitie s. The post Is Microsoft Gunning for Apple AirPods With Surface Buds? appeared first on InvestorPlace . ",InvestorPlace Media,"April 16, 2019, 09:40:27 AM EDT",Is Microsoft Gunning for Apple AirPods With Surface Buds?,1,0,0,0,0,0,0,-1,1,0
33,"Top Technology Stocks: MSFT: +0.54% AAPL: +0.31% IBM: +0.42% CSCO: +0.18% GOOG: Flat Top technology stocks were advancing pre-market Tuesday. In other sector news: (+) International Business Machines ( IBM  ) was marginally higher as the company is due with its Q1 results in the extended-hours Tuesdaymsft, and analysts polled by Capital IQ are expecting a profit of $2.24 per share on sales of $18.53 billion. (=) Ambarella ( AMBA  ) was flat after the company and Momenta unveiled a collaborative high-definition ( HD  ) mapping platform for autonomous vehicles. (=) Logitech ( LOGI  ) was unchanged as it launched Harmony Express, a universal voice remote for home theater devices.",MT Newswires,"April 16, 2019, 09:01:04 AM EDT","Technology Sector Update for 04/16/2019: IBM, AMBA, LOGI, MSFT, AAPL, CSCO, GOOG",1,1,1,0,1,1,-1,0,1,-1
34,"Shutterstock photo To what extent can Netflix (NFLX) fight off threats from emerging streaming platforms from media titans Disney (DIS) and Comcast (CMCSA) asset NBCUniversal? Netflix is set to report first quarter fiscal 2019 financial results Tuesday after the closing bell. As is often the case, Netflixâs Q1 results will be the first among its FAANG peers â Facebook (FB), Amazon (AMZN), Apple (AAPL) and Google (GOOG , GOOGL), to be released and could set the tone for what the group is expected to do. For Netflix, however, the company will be asked to respond amid the recent unveiling of Disneyâs streaming platform. Disney last week finally announced details about its upcoming streaming service, dubbed Disney+. The service, which will cost $6.99 per month, or $69.99 for an annual plan, is expected to be ready on Nov. 12, delivering a combination of original content and offerings from Disney's extensive libraries as well as content it now owns via its Fox acquisition. Analysts remain positive that Netflixâs first-mover advantage wonât disrupt its long-term growth story. This is especially after Netflix has recently raised prices for its subscriptions in the U.S., raising the price of both its basic and standard plans by $1, while its premium offering was increased by $2. Netflix believes it has made the necessary investments in original content (both movies and TV shows) to maintain its status the streaming movie leader. On Tuesday it can allay competitive concerns by delivering solid subscriber additions for both domestic and international markets and upbeat guidance. For the quarter that ended March, Wall Street expects Netflix to earn 57 cents per share on revenue of $4.5 billion. This compares to the year-ago quarter when earning were 64 cents per share on $3.7 billion in revenue. For the full year, ending in December, earnings are projected to rise 51% to $4.05 per share, while full-year revenue of $20.21 billion would mark an increase of 28% year over year. Netflix shares have risen more than 30% year to date, despite expectations of a conservative quarter. This is because the company added 30 million net new subscribers in 2018, thanks to its international push, and it is expected to add at least another 30 million this year. For the just-ended quarter, Wall Street expects the company to add global subscriber additions of 8.94 billion. And it is expected to outline plans to secure and maintain its massive slice of that market. The good news is the rapidly growing movie streaming market is expected to gain steam in the years ahead, growing at a compound annual growth rate of 20% from 2018 to 2025 and reach $124.57 billion by 2025, according to Grand View Research. This is especially notable since average revenue per user is expected to rise from $91.37 in 2019 to $98.64 by 2023, according to Statista. All told, the companyâs aggressive investment in original content is paying off as evidenced by its projected growth rate and the fact that it has begun to see increased competition, which further solidifies its working business model. Combined with its recent price hike, which will be used to fund its multibillion-dollar original content plans, Netflix it assured to remain a dominant platform despite these emerging new threats.",Richard Saintvilus,"April 16, 2019, 08:17:07 AM EDT",Netflix (NFLX) 1st Quarter Earnings: What to Expect,0,0,0,0,0,1,-1,-1,-1,0
